,Name,Country,Brand,Categories,Tasting Notes,ABV,Food Pairing,Suggested Glassware,Suggested Serving Temperature,Sweet-Dry Scale,Body,Rating,Rate Count,Price,Volume,Description
362,Barefoot Riesling,United States,Barefoot,"Riesling, White Wine","Citrus, Apple, Fruity, Bright",8%,"Fruit - Sweet, Cheese - Nutty  Semi-Firm",Standard White Glass,45-50° F,Semi-Sweet  Off-Dry,Light,4.8,90,$6.99 ,,Barefoot Riesling hits all the right fruit-filled notes with perfect pitch. A delicate orange blossom aroma bounces off juicy apple and tangy lemon flavors for a slightly sweet finale.
363,Barefoot Cabernet Sauvignon,United States,Barefoot,"Cabernet Sauvignon, Red Wine","Berry, Jammy, Vanilla",13.50%,"Beef, Lamb",Bordeaux Glass,60-65° F,Dry Wine,Full,4.8,75,$6.99 ,,"Big berry flavors like currant, raspberry and blackberry jam with a velvety vanilla finish make up this Cabernet Sauvignon. Lush and lasting, it’s sure to make a big impression."
364,Barefoot Moscato Peach,United States,Barefoot,"Moscato, White Wine",,6.50%,Duck  Game Bird,,,Semi-Sweet  Off-Dry,Light,4.8,70,$6.99 ,,"Barefoot Peach Moscato is a delightfully sweet wine with natural flavors of juicy, ripe peaches. This bottle comes with a easy-to-open screw cap, so no wine opener is needed. Best served chilled!"
365,Barefoot Pinot Noir,United States,Barefoot,"Pinot Noir, Red Wine","Cherry, Berry, Silky, Spicy",13.50%,"Pork, Beef",Burgundy  Bourgogne Glass,55-60° F,Dry Wine,Light,4.8,65,$7.05 ,,"Perfectly balanced, the pretty and bright-fruited Barefoot Pinot Noir offers seductive, red fruit flavors on the palate; smooth in the finish."
367,Barefoot On Tap Pinot Grigio,United States,Barefoot,"Pinot Grigio, White Wine",,12%,"Shellfish, Salads  Greens",Standard White Glass,45-50° F,Dry Wine,Light,4.7,59,$19.99 ,,"Barefoot Pinot Grigio white wine is light bodied, crisp and refreshing. Tart green apple and undertones of peach and citrus aromas make this an easy drinking and fun wine. 

This 3L box is equal to 4 x 750ml bottles and stays fresh 30 days after opening."
368,Barefoot Sauvignon Blanc,United States,Barefoot,"Sauvignon Blanc, White Wine","Melon - Honeydew, Nectarine, Peach",13%,"Salads  Greens, Cheese - Nutty  Semi-Firm",Standard White Glass,45-50° F,Dry Wine,Light,5,56,$7.59 ,,"Barefoot's Sauvignon Blanc blends have won Gold Medal 2010 Grand Harvest Awards U.S.A-É.U.    Consistent quality, proven value    Sauvignon Blanc - White Californian Wine    Barefoot Sauvignon Blanc has aromas of juicy melon and pear, with a real zesty twist. Perfect with chicken, seafood, pasta with white sauces, fresh vegetables and mild cheeses."
369,Barefoot Bubbly Brut Cuvée,United States,Barefoot,"Other Sparkling Wine, Sparkling Wine","Apple, Peach, Floral, Crisp",10.50%,"Shellfish, Fruit - Sweet",,,,,5,46,$9.99 ,,"Barefoot Bubbly Brut Cuvee Champagne delivers vibrant notes of green apple, peach and kiwi. With a crisp, refreshing finish, Barefoot Bubbly Brut Cuvee is the driest Barefoot Bubbly Brut Champagne. This bubbly pairs perfectly with fresh fruit, cheese trays or seafood dishes. Enjoy this California wine chilled or mixed in a cocktail. A convenient twist and pop closure ensures no wine opener is needed. This dry sparkling wine comes from Barefoot, the most awarded wine brand in US competitions. Let's get Barefoot."
371,Barefoot On Tap Moscato,United States,Barefoot,"Moscato, White Wine",,9%,Duck  Game Bird,,,Semi-Sweet  Off-Dry,Light,5,40,$19.99 ,,"Barefoot Moscato is a delightfully sweet white wine with lush fruity aromas. Hints of citrus, juicy peach, ripe apricots and a crisp finish. Barefoot Moscato wine is truly versatile, pairing best with spicy Asian cuisine and light desserts. 

This 3L box is equal to 4 x 750ml bottles and stays fresh 30 days after opening."
372,Barefoot Bubbly Brut Rose,United States,Barefoot,"Sparkling Ros Wine, Sparkling Wine",,11.50%,,,,,,4.8,41,$9.99 ,,"Barefoot Bubbly Brut Rosé is a refreshing sparkling rose wine with notes of juicy red raspberries, sweet cherries and pomegranate. This Brut Rose Champagne sparkles on the palate and finishes with hints of nectarine, red apple and zesty citrus. The versatile Brut Rose sparkling wine pairs perfectly with everything from fresh fruit to weeknight takeout. This Barefoot champagne is best served chilled. A convenient twist-and-pop closure ensures no wine opener is needed. This dry sparkling wine comes from Barefoot, the most awarded wine brand in US competitions. Let's get Barefoot."
373,Barefoot Bubbly Moscato Spumante Champagne,France,Barefoot,"Moscato, White Wine",,8.50%,Duck  Game Bird,,,Semi-Sweet  Off-Dry,Light,5,38,$9.99 ,,"Barefoot Bubbly Moscato Spumante Champagne delivers bold notes of sweet orange, apricot and peach. With a smooth, refreshing finish, this white sparkling wine pairs perfectly with spicy dishes or sweet desserts. Enjoy this white Moscato sparkling wine from California chilled or mixed in a cocktail. A convenient twist and pop cork ensures no wine opener is needed. The crisp white wine comes from Barefoot, the most awarded wine brand in US competitions. Let's get Barefoot."
375,Barefoot On Tap Chardonnay,United States,Barefoot,"Chardonnay, White Wine",,13%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,29,$19.99 ,,"Barefoot Chardonnay combines a big, bold flavor with a medium body and smooth finish. Tempting notes of crisp green apples, sweet peaches, and hints of vanilla. 

This 3L box is equal to 4 x 750ml bottles and stays fresh 30 days after opening."
376,Barefoot On Tap Rosé,United States,Barefoot,"Pink Wine, Ros Wine",,10%,,,,,,5,29,$19.49 ,,"Barefoot Rosé is refreshing, light and slightly sweet. Flavors of juicy cherries mingle with cool watermelon in this rosé wine. Sweet lime and a hint of fizz join in for pure magic under sunny skies or starry nights. Terrific choice for brunch, lunch and afternoon appetizers. 

This 3L box is equal to 4 x 750ml bottles and stays fresh 30 days after opening."
377,Barefoot Bubbly Prosecco,Italy,Barefoot,"Prosecco, Sparkling Wine","Pear, Apple, Peach, Crisp",11%,"Fruit - Sweet, Cheese - Fresh  Soft",,,,,4.6,30,$10.99 ,,"Barefoot Bubbly Prosecco is a crisp and inviting sparkling wine with aromas and flavors of  apple, pear and meyer lemon that dance through the delicate bubbles."
378,Barefoot Bubbly Extra Dry California Champagne,United States,Barefoot,"American Sparkling Wine, Sparkling Wine","Apple, Smooth, Crisp, Fruity",11.50%,"Fruit - Sweet, Mushrooms",,,,,4.8,27,$9.99 ,,"Barefoot Bubbly Extra Dry Champagne delivers slightly sweet notes of green apple and citrus fruit along with hints of honey. With a smooth, creamy finish, this white wine pairs perfectly with everything from fresh fruit to smoked salmon. Enjoy this Barefoot Bubbly Champagne chilled or mixed in a cocktail. A convenient twist and pop cork ensures no wine opener is needed. The crisp white wine comes from Barefoot, the most awarded wine brand in US competitions. Let's get Barefoot."
379,Barefoot White Zinfandel,United States,Barefoot,"Pink Wine, White Zinfandel","Peach, Berry, Pear, Tropical Fruit",8%,"Shellfish, Cheese - Fresh  Soft",,,Sweet,,5,23,$7.34 ,,"Southern flavors like Georgia peach, sun-ripened strawberries, succulent pears and (even further south) pineapple create perfection. Try Barefoot White Zinfandel over ice, y’all."
380,Barefoot On Tap Pinot Noir,United States,Barefoot,"Pinot Noir, Red Wine",,13.50%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,4.5,23,$19.99 ,,"Barefoot Pinot Noir is a silky, smooth, fruit forward red wine! Dark cherry and wild raspberry blend perfectly with brown spice aromas in our California Pinot Noir. 

This 3L box is equal to 4 x 750ml bottles and stays fresh 30 days after opening."
381,Barefoot On Tap Cabernet Sauvignon,United States,Barefoot,"Cabernet Sauvignon, Red Wine",,13.50%,"Beef, Duck  Game Bird",Bordeaux Glass,60-65° F,Dry Wine,Full,4.7,21,$19.99 ,,"Barefoot Cabernet Sauvignon is smooth and balanced with light tannins. This red wine has big berry flavors, aromas of currant, raspberry and blackberry mixed with a long velvety vanilla finish. 

This 3L box is equal to 4 x 750ml bottles and stays fresh 30 days after opening."
382,Barefoot Bubbly Peach,United States,Barefoot,"American Sparkling Wine, Sparkling Wine",,10.50%,,,,,,4.6,16,$10.00 ,,"Barefoot Bubbly Peach is a sweet and juicy wine with aromas and flavors of ripe, right off of the tree Georgia peach. Infused with natural fruit flavors, Peach sparkling wine also features hints of honeysuckle and a fresh nectar finish."
383,Barefoot Bubbly Pinot Grigio,United States,Barefoot,"American Sparkling Wine, Sparkling Wine",,13%,,,,,,4.6,15,$9.99 ,,"Barefoot Bubbly Pinot Grigio Champagne delivers notes of tart green apple, sweet white peach and refreshing orange blossom. With a bright, refreshing finish, this crisp white wine pairs perfectly with chicken, fish, pasta or pizza. This light bodied sparkling white wine from California is best served chilled. A convenient twist and pop cork means no wine opener is needed. The Pinot Grigio wine comes from Barefoot, the most awarded wine brand in US competitions. Let's get Barefoot."
384,Barefoot On Tap Sauvignon Blanc,United States,Barefoot,"Sauvignon Blanc, White Wine",,13%,,,,,,5,9,$19.99 ,,"Barefoot Sauvignon Blanc Dry White Wine features crisp notes of refreshing honeydew melon, sweet nectarine and juicy peaches in an convenient box wine. Finished with a delicious hint of zesty lime and pear, this aromatic California white wine pairs perfectly with a fresh vegetable tray or assortment of mild cheeses. This crisp and refreshing white wine is ideal for outdoor gatherings or picnics and best served chilled. This 3 L wine box holds four 750 mL bottles of wine, making it perfect for sharing at outdoor parties on warm summer days. This boxed wine is best served chilled and will stay fresh 30 days after opening. Simply push open the seal, pull out the nozzle, pour and enjoy. This Sauvignon Blanc comes from Barefoot, the most awarded wine brand in US competitions. Let's get Barefoot."
385,Barefoot Malbec,United States,Barefoot,"Malbec, Red Wine","Dark Fruit, Jammy, Spicy, Fruity",13%,"Duck  Game Bird, Lamb",Standard Red Glass,60-65° F,Dry Wine,Full,4.3,8,$6.99 ,,"Barefoot Malbec is a plush red wine of epic proportions. Big juicy flavors of blackberry and currant set sail on a gorgeous gust of vanilla, caramel and toasted oak."
386,Barefoot On Tap Red Blend,United States,Barefoot,"Red Blend, Red Wine",,13%,,Standard Red Glass,,Semi-Sweet  Off-Dry,,5,5,$19.99 ,,"Barefoot Rich Red Blend Red Wine features aromas of blackberry jam, rich black fruits and sweet vanilla in a convenient box wine. With a smooth, lingering finish, this California red wine is ideal for entertaining. The full bodied Red Blend wine pairs perfectly with beef ribs, steak or chocolate and is best served at room temperature or slightly chilled. This 3 L wine box holds four 750 mL bottles of wine, making it perfect for sharing at outdoor parties on warm summer days. This boxed wine will stay fresh 30 days after opening. Simply push open the seal, pull out the nozzle, pour and enjoy. This Red blend comes from Barefoot, the most awarded wine brand in US competitions. Let's get Barefoot."
387,Barefoot Rich Red Blend,United States,Barefoot,"Red Blend, Red Wine",,13%,,,,,,5,5,$6.99 ,,"A full-bodied red wine with tasty characteristics, Barefoot Rich Red Blend makes a charming first impression. Rich Red Blend is jammy and rich with lots of black fruit. Sweet vanilla aromas and spice complement the smooth, lingering finish."
388,Barefoot Bubbly Sweet Red,United States,Barefoot,"Sparkling Red Wine, Sparkling Wine",,9.50%,,,,,,5,5,$9.99 ,,"Barefoot Bubbly Red Moscato is a sweet, juicy and ravishing red sparkling wine! This Bubbly bursts with aromas of jasmine and mandarin orange, complemented by dark cherry, pomegranate and blueberry for a sweet and juicy finish."
390,Barefoot Zinfandel,United States,Barefoot,"Red Wine, Zinfandel",,13.50%,,Standard Red Glass,60-65° F,,Medium,5,2,$7.02 ,,"Barefoot Zinfandel is robust in the best way possible. It kicks off with ruby red fruit notes of cherries and raspberries, then things get interesting with a hint of spice and a lasting finish."
391,Barefoot Shiraz,United States,Barefoot,"Red Wine, Syrah  Shiraz",,13.50%,"Pork, Duck  Game Bird",,,Dry Wine,Full,5,1,$6.99 ,,Barefoot Shiraz has deep breaths of lavender cut in front of dark berry and mocha flavors. A vanilla finish makes sure that it really is love at first sip.
393,Barefoot Buttery Chardonnay,United States,Barefoot,"Chardonnay, White Wine",,12%,,Chardonnay Glass,45-50° F,Dry Wine,Full,2.5,2,$19.99 ,,The Barefoot Buttery Chardonnay On Tap has pineapple aromas and is filled with layers of toasty oak to complement the smooth vanilla finish.
394,Barefoot Refresh Sweet White,United States,Barefoot,"White Blend, White Wine",,9%,,,,,,5,1,$7.64 ,,"It seems Pinot Grigio and Moscato get along swimmingly. This blend is fruity, lively and light-bodied, starting with notes of peach and tangerine and finishing on a sweet note—just like every day should. Enjoy over ice."
396,Barefoot Bubbly Berry,United States,Barefoot,"Sparkling Red Wine, Sparkling Wine",,10.50%,,,,,,5,1,$9.99 ,,"Whether you prefer films that make you laugh, cry or somewhere in between, Barefoot Bubbly Berry is the perfect partner in crime for movie time. Sink into a nice big comfy couch, open a bottle and begin your viewing spree. Barefoot Bubbly Berry is sweet and vibrant with aromas and flavors of pomegranate, cranberry and juicy plum. The natural fruit flavors join together to form the perfect bubbly union."
398,Barefoot Bubbly Pineapple,United States,Barefoot,"American Sparkling Wine, Sparkling Wine",,10.50%,,,,,,5,1,$9.99 ,,"Uncork for a backyard luau or barbeque, Barefoot Bubbly Pineapple is sweet and vibrant with aromas and flavors of fresh pineapple, island mango and papaya. Treat your taste buds to a symphony of flavors and create your own tasty tropical paradise."
399,Barefoot Bubbly Citrus Fusions,United States,Barefoot,"American Sparkling Wine, Sparkling Wine",,10.50%,,,,,,5,1,$9.99 ,,"A knock at the door. Could it be? Your best friend just arrived and you’re ready to indulge in good company for a few hours. Kick off the festivities with Barefoot Bubbly Citrus Fusion. Citrus Fusion is sweet and vibrant with aromas and flavors of blood orange, passion fruit and sweet peach. This all-star fruit lineup is a bubbly performance worth raising a glass to."
400,Barefoot Bubbly Orange,United States,Barefoot,"Other Sparkling Wine, Sparkling Wine",,10%,,,,,,5,1,$11.54 ,,"Barefoot Bubbly Citrus Fusion is sweet and vibrant with aromas and flavors of blood orange, passion fruit and sweet peach. This all-star fruit lineup is a bubbly performance worth raising a glass to."
401,Kenwood Sauvignon Blanc,United States,Kenwood,"Sauvignon Blanc, White Wine",,13.50%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,45-50° F,Dry Wine,Light,5,6,$11.99 ,,
402,Kenwood Cabernet Sauvignon,United States,Kenwood,"Cabernet Sauvignon, Red Wine",,14.10%,"Beef, Duck  Game Bird",Bordeaux Glass,60-65° F,Dry Wine,Full,5,5,$15.99 ,,"Wine Enthusiast 87 Points This wine is made predominantly of fruit sourced from Estate ranches in Sonoma Valley. Each vineyard lot is kept separate throughout fermentation and aging to preserve the unique flavors of the individual vineyards that create this consistent, award winning wine.  This is a rich, complex, and fruity wine that has flavor reminiscent of raspberry truffles. Enjoyable now, the wine in this bottle will continue to improve with age.  ABV 14.2"
403,Kenwood Jack London Zinfandel,United States,Kenwood,"Red Wine, Zinfandel",,14.50%,,Standard Red Glass,60-65° F,,Medium,5,1,$22.99 ,,
404,Kenwood Son Zinfandel,United States,Kenwood,"Red Wine, Zinfandel",,14.50%,,Standard Red Glass,60-65° F,,Medium,5,1,$13.99 ,,
409,Kenwood Merlot,United States,Kenwood,"Merlot, Red Wine",,13.50%,"Duck  Game Bird, Tomatoes",Bordeaux Glass,60-65° F,Dry Wine,Medium,5,1,$12.99 ,,"Fruity aromas of boysenberry and cherry combine with aromatic notes of thyme, cocoa nibs, and vanilla. Well balanced tannins and rich mouthfeel give way to a long finish. This versatile, well-crafted wine will pair well with flavorful pasta as well as with turkey, pork or beef dishes."
410,Kenwood Jack London Merlot,United States,Kenwood,"Merlot, Red Wine",,14%,"Duck  Game Bird, Tomatoes",Bordeaux Glass,60-65° F,Dry Wine,Medium,5,1,$24.99 ,,"Flavorful aromas of plum and fig combine with delicate hints of sage and pipe tobacco. A full bodied wine with structured tannins and an excellent finish.    The rich fruit flavors found in this Merlot complement a wide range of dishes, including braised beef, rich stews and pastas."
414,Kenwood Pinot Noir,United States,Kenwood,"Pinot Noir, Red Wine",,14.50%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,2.5,2,$14.99 ,,
415,Kenwood Pin Noir Sonoma Rus Riv 2012,United States,Kenwood,"Pinot Noir, Red Wine",,13.50%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$14.99 ,,
416,Kenwood Six Ridges Pinot Noir,United States,Kenwood,"Pinot Noir, Red Wine",,13.50%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$23.99 ,,
417,Kenwood Rr Pinot Noir,United States,Kenwood,"Pinot Noir, Red Wine",,14.50%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$14.56 ,,
419,Kenwood Yulupa Pinot Noir 2012,United States,Kenwood,"Pinot Noir, Red Wine",,13.50%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$0.00 ,,
420,Kenwood Vintage Red,United States,Kenwood,"Red Blend, Red Wine",,13.50%,,,,,,5,1,$8.99 ,,
421,Kenwood London Cabernet Sauvignon,United States,Kenwood,"Cabernet Sauvignon, Red Wine",,14.50%,"Beef, Duck  Game Bird",Bordeaux Glass,60-65° F,Dry Wine,Full,5,1,$29.99 ,,"Since the 1977 vintage, Kenwood Vineyards has been granted the exclusive rights to produce and market wines from Jack London's historic vineyard in Glen Ellen. This unique red-volcanic soil vineyard, located on the eastern slope of Sonoma Mountain, was first planted in the late 1800’s. It has always produced red wines distinct in depth and varietal character.    Fruit aromas of cherry, blackberry and plum combine with complex notes of mint and cigar box. Rich, full-bodied mouthfeel with firm tannins and an excellent finish."
423,Kenwood Cabernet Sauvignon Sonoma 2011,United States,Kenwood,"Cabernet Sauvignon, Red Wine",,13.50%,"Beef, Duck  Game Bird",Bordeaux Glass,60-65° F,Dry Wine,Full,5,1,$12.99 ,,
424,Kenwood Artist Cabernet Sauvignon,United States,Kenwood,"Cabernet Sauvignon, Red Wine",,15.50%,"Beef, Duck  Game Bird",Bordeaux Glass,60-65° F,Dry Wine,Full,5,1,$76.99 ,,"Deep in color, this wine unveils fragrant fruit aromas of cassis and black cherry joined with spicy notes of cinnamon and star anise. These powerful flavors are matched by a dense palate that stays smooth through the long, lingering finish. While already approachable, this wine promises additional evolution with cellaring.    Blend: 96% Cabernet Sauvignon, 4% Merlot"
426,Kenwood Yulupa Cabernet Sauvignon 2012,United States,Kenwood,"Cabernet Sauvignon, Red Wine",,13.50%,"Beef, Duck  Game Bird",Bordeaux Glass,60-65° F,Dry Wine,Full,5,1,$12.87 ,,
429,Kenwood Chardonnay Sonoma,United States,Kenwood,"Chardonnay, White Wine",,13.50%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$15.99 ,,"Flavorful notes of Gravenstein apples, lime, and ginger combine with toasty vanilla notes, a lush and viscous mouthfeel, with a crisp refreshing finish.

This refreshing Chardonnay is enjoyable as an apéritif and as an accompaniment to fresh greens, chicken and seafood dishes."
430,Kenwood Chardonnay Reserve,United States,Kenwood,"Chardonnay, White Wine",,14.50%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$15.22 ,,
431,Kenwood Yulupa Chardonnay,United States,Kenwood,"Chardonnay, White Wine",,13%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$12.08 ,,
434,Kenwood Table White,United States,Kenwood,"White Blend, White Wine",,13%,,,,,,5,1,$7.99 ,,
435,Kenwood Pinot Gris,United States,Kenwood,"Pinot Grigio, White Wine",,14.50%,"Shellfish, Salads  Greens",Standard White Glass,45-50° F,Dry Wine,Light,5,1,$12.49 ,,
438,Kenwood Sauvignon Blanc Sonoma 2013,United States,Kenwood,"Sauvignon Blanc, White Wine",,13.50%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,45-50° F,Dry Wine,Light,5,1,$10.87 ,,"Fragrant aromas of white nectarine, honeydew melon and lemongrass combine with zesty citrus and tropical flavors that give way to a crisp and refreshing finish."
441,Louis Latour Pouilly Fuisse,France,Louis Latour,"Chardonnay, White Wine","Bright, Citrus, Grapefruit, Fruity",13.80%,"Shellfish, Cheese - Creamy  Bloomy",Chardonnay Glass,50-55° F,Dry Wine,Full,5,7,$25.88 ,,"Pouilly-Fuissé is one of the most popular as well as most prestigious wines from southern Burgundy. This fine 2012, with its pale yellow color and emerald highlights is naturally unctuous due to the low yields of the vintage. There are beautiful white fruit aromas that mix very-well with fine almond notes. There are also Muscat-like aromatics that can be smelt and which linger in the mouth. A wine to be savored while young with lovely minerality and focused finish."
442,Loius Latour Valmoissine,France,Louis Latour,"Pinot Noir, Red Wine",,12%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Burgundy  Bourgogne Glass,55-60° F,Dry Wine,Light,5,5,$14.99 ,,
443,Louis Latour Bourgogne Pinot Noir,France,Louis Latour,"Pinot Noir, Red Wine",,12.50%,,,,,,5,4,$22.99 ,,The rigorous selection process carried out by Maison Louis Latour yields a noble and full wine. It has a resplendent colour combining grace with vigour and associating strength with finesse. On the palate fresh raspberries are in evidence when the wine is young.
444,Louis Latour Ardèche Chardonnay,France,Louis Latour,"Chardonnay, White Wine",,14%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,3,$11.99 ,,
446,Louis Latour Bourgogne Gamay,France,Louis Latour,"Gamay, Red Wine","Balanced, Floral, Red Fruit",13%,"Cheese - Nutty  Semi-Firm, Chicken, Cured Meats",Burgundy  Bourgogne Glass,55-60° F,Dry Wine,Light,5,1,$18.99 ,,"This wine has a beautiful ruby color and offers floral aromas on the nose. The mouth is round, well-balanced, with flavours of red fruits, chlorophyll and fresh almond."
447,Latour Pinot Noir,France,Louis Latour,"Pinot Noir, Red Wine",,13%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$25.99 ,,
449,Louis Latour Corton Grancey,France,Louis Latour,"Pinot Noir, Red Wine",,13.50%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$148.99 ,,"""Grancey"" was the name of the last owners of the chateau situated on the road of Corton, before the Latour family bought it in 1891. This wine, produced by Maison Louis Latour, is unique and exclusive. It is a blend of four areas of Domaine Latour Corton Grand Cru: Les Bressandes, Les Perrières, Les Grèves and Clos du Roi, the proportions of which vary depending on the vintage. The average age of the vines is over 40 years. After aging individually, only the best barrels are assembled to create the Château Corton Grancey. It is a wine that is produced only if the grapes are of a perfect maturity, vintages judged inferior are systematically declassified."
453,Louis Latour Aloxe Corton,France,Louis Latour,"Pinot Noir, Red Wine",,13.50%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$76.24 ,,Aloxe-Corton has been the home of the Latour family and the heart of Domaine Louis Latour for centuries. The village of Aloxe-Corton is located in the north of the Côte de Beaune on a stony hillside at the foot of the hill of Corton. It was in 1862 that the name of the climat Corton was added to the village name Aloxe.
454,Latour Santenay,France,Louis Latour,"Pinot Noir, Red Wine",,13.50%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$28.00 ,,
455,Latour Pommard,France,Louis Latour,"Pinot Noir, Red Wine",,13.50%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$75.56 ,,
459,Louis Latour Macon-Lugny Les Genievres,France,Louis Latour,"Chardonnay, White Wine",,13%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$16.49 ,,"The family-run négociant house of Maison Louis Latour has been producing and selling wines since 1797. The limestone-rich soils of the Lugny village produce rich, buttery yet still Burgundian styles of Chardonnay with the typicity and style of the Mâcon."
460,Louis Latour Grand Ardeche Chardonnay,France,Louis Latour,"Chardonnay, White Wine",,13%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$14.99 ,,"Maison Louis Latour is one of the most innovative producers in Burgundy whilst maintaining its traditional image. With a view to expanding the business in 1979, the valley of the Ardèche river with its clay and limestone-based soils was chosen as the ideal location to produce a top-quality Chardonnay wine. The Chardonnay d'Ardeche is aged in stainless steel vats for approximately 10 months. Sparkling pale gold in color the Ardeche Chardonnay 2013 has a delicious bouquet of honey accompanied with aromas of yellow fruits and apricot. In the mouth it is rounded with flavours of yellow peach and a lovely lasting freshness."
461,Louis Latour Meursault Blanc,France,Louis Latour,"Chardonnay, White Wine",,13.50%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$69.99 ,,"This Meursault is pale yellow in color with green highlights and a subtle and fresh nose of citrus fruits and vanilla, with some oak adding a certain complexity. It is still quite tight on the back-palate."
462,Louis Latour Puligny Montrachet,France,Louis Latour,"Chardonnay, White Wine",,14%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$86.18 ,,"This Puligny-Montrachet 2014 reveals a nice yellow color with green glints. On the nose it reveals floral notes and almond paste. On the palate, it is opulent, aromas of vanilla with a mentholated and iodized touch. Beautiful freshness on the finish!"
463,Louis Latour Macon-Villages Chameroy,France,Louis Latour,"Chardonnay, White Wine",,13%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$16.64 ,,The Macon Villages Chameroy is sparkling pale yellow in colour and reveals a pretty nose of white fruits. In the mouth it is round and tasty with a peppery touch.
464,Louis Latour Corton-Charlemagne Grand Cru,France,Louis Latour,"Chardonnay, White Wine",,14%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$135.74 ,,"After the ravages of the phylloxera epidemic at the end of the 19th century the Latour family took the then unusual decision to tear up the dead Aligoté and Pinot Noir vines and replace them with Chardonnay. This decision leads them to create one of Burgundy's most celebrated white whites. 

Today the Latour family owns 11 hectares which makes them the biggest owner in the appellation. The Latour's Corton-Charlemagne vineyards are located on a prime section of the Corton hillside where the south-easterly aspect ensures maximum exposure to the sun. The fruit is harvested as late as possible to guarantee maximum ripeness."
465,Louis Latour Cuvee Latour Blanc,France,Louis Latour,"Chardonnay, White Wine",,14%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$21.49 ,,"Côte-d'Or Chardonnay vineyards from Meursault, Puligny and Chassagne provide the foundation for this wine, supplemented by the cream of Côte Chalonnaise white wines. This results in a full-fledged totally authentic white Burgundy with the consistency and finesse of the great white Villages"
467,Louis Latour Morgeot Chassagne-Montrachet Premier Cru,France,Louis Latour,"Chardonnay, White Wine",,13.50%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$79.99 ,,
471,Latour Puligny Montrachet,France,Louis Latour,"Chardonnay, White Wine",,13.50%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$95.37 ,,
472,Latour Puligny Montrachet Pc,France,Louis Latour,"Chardonnay, White Wine",,13.50%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$80.00 ,,
